customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,age_group,purchase_frequency_days
105,68,Male,Jewelry,Accessories,58,Nebraska,M,Teal,Spring,3.0,Yes,Store Pickup,Yes,28,Debit Card,Monthly,Senior,30
2484,55,Female,Coat,Outerwear,27,Montana,L,Cyan,Spring,5.0,No,Free Shipping,No,50,Debit Card,Monthly,Middle Aged,30
1634,57,Female,Backpack,Accessories,65,Washington,L,Silver,Summer,4.0,No,Free Shipping,Yes,11,PayPal,Monthly,Middle Aged,30
3570,55,Male,Jacket,Outerwear,58,Idaho,XL,Purple,Summer,4.0,No,2-Day Shipping,Yes,45,Debit Card,Weekly,Middle Aged,7
3364,30,Male,Handbag,Accessories,28,New Jersey,S,Teal,Spring,5.0,No,2-Day Shipping,Yes,14,Credit Card,Monthly,Adult,30
462,23,Female,Socks,Clothing,74,Mississippi,M,Olive,Fall,5.0,Yes,Express,Yes,40,Debit Card,Monthly,Young Adult,30
1476,62,Female,Handbag,Accessories,57,Nevada,L,Purple,Winter,2.0,No,Express,Yes,49,PayPal,Monthly,Senior,30
2365,47,Male,Sandals,Footwear,33,Montana,XL,Orange,Winter,4.0,Yes,2-Day Shipping,Yes,37,Credit Card,Monthly,Middle Aged,30
3142,53,Male,Coat,Outerwear,96,Louisiana,L,Black,Winter,5.0,No,Free Shipping,Yes,7,Debit Card,Monthly,Middle Aged,30
693,48,Male,Hoodie,Clothing,99,Wyoming,XL,Black,Fall,1.0,Yes,Free Shipping,Yes,36,PayPal,Monthly,Middle Aged,30
94,67,Female,Sneakers,Footwear,39,Louisiana,XL,Pink,Fall,4.0,No,2-Day Shipping,Yes,36,PayPal,Bi-Weekly,Senior,14
426,24,Female,Jacket,Outerwear,21,California,S,Indigo,Summer,5.0,No,Express,Yes,7,Debit Card,Monthly,Young Adult,30
2181,62,Male,Backpack,Accessories,39,Utah,M,Cyan,Winter,4.0,No,Free Shipping,Yes,2,Debit Card,Monthly,Senior,30
876,59,Male,Blouse,Clothing,93,New Jersey,XL,Pink,Spring,5.0,No,Free Shipping,Yes,26,Debit Card,Annually,Middle Aged,365
2796,26,Female,Sneakers,Footwear,76,Nebraska,M,Brown,Spring,3.0,Yes,Express,Yes,35,Credit Card,Bi-Weekly,Young Adult,14
109,40,Male,Sweater,Clothing,50,South Carolina,S,Violet,Fall,2.0,No,Free Shipping,Yes,32,Credit Card,Monthly,Adult,30
3815,19,Female,Sandals,Footwear,39,Vermont,S,Beige,Summer,5.0,No,Express,Yes,3,Debit Card,Weekly,Young Adult,7
393,21,Male,Dress,Clothing,97,Rhode Island,L,Purple,Summer,5.0,No,Standard,Yes,1,Credit Card,Monthly,Young Adult,30
1427,67,Male,Skirt,Clothing,90,Wisconsin,L,Gray,Summer,3.0,No,2-Day Shipping,Yes,12,Credit Card,Annually,Senior,365
2507,61,Male,Hoodie,Clothing,73,Rhode Island,M,Indigo,Summer,5.0,No,Free Shipping,No,2,Credit Card,Monthly,Senior,30
2382,54,Female,Socks,Clothing,81,Alabama,M,Cyan,Fall,4.0,Yes,Standard,Yes,9,Debit Card,Weekly,Middle Aged,7
933,30,Male,Pants,Clothing,52,Nevada,S,Yellow,Spring,2.0,Yes,Express,Yes,11,Credit Card,Monthly,Adult,30
2983,47,Female,Blouse,Clothing,40,South Dakota,L,White,Winter,5.0,No,Express,Yes,25,Gift Card,Monthly,Middle Aged,30
876,33,Female,Jewelry,Accessories,61,Kansas,L,Black,Spring,5.0,Yes,Free Shipping,No,8,Apple Pay,Monthly,Adult,30
2082,26,Male,Backpack,Accessories,63,Tennessee,S,Brown,Winter,5.0,No,Free Shipping,Yes,2,Credit Card,Monthly,Young Adult,30
2846,40,Male,Jewelry,Accessories,40,Delaware,L,Purple,Winter,4.0,No,Express,Yes,36,Debit Card,Bi-Weekly,Adult,14
2682,67,Male,Gloves,Accessories,91,New Jersey,XL,Olive,Winter,3.0,No,Express,No,42,Credit Card,Weekly,Senior,7
272,27,Female,Hoodie,Clothing,68,Arkansas,L,Teal,Winter,2.0,No,2-Day Shipping,No,12,Debit Card,Weekly,Young Adult,7
1336,35,Male,Jacket,Outerwear,63,Delaware,S,Peach,Fall,3.0,Yes,2-Day Shipping,Yes,42,PayPal,Annually,Adult,365
1861,26,Male,Gloves,Accessories,50,Kansas,S,Purple,Fall,2.0,No,Store Pickup,Yes,16,Credit Card,Monthly,Young Adult,30
7,42,Male,Skirt,Clothing,89,Iowa,L,Gold,Winter,5.0,Yes,2-Day Shipping,Yes,14,Debit Card,Monthly,Adult,30
658,28,Female,Sweater,Clothing,20,Illinois,L,Teal,Fall,5.0,No,Express,Yes,6,Credit Card,Weekly,Young Adult,7
199,67,Male,Jewelry,Accessories,33,North Carolina,M,Orange,Winter,3.0,No,Free Shipping,Yes,49,Debit Card,Bi-Weekly,Senior,14
181,52,Male,Sweater,Clothing,28,Rhode Island,XL,Beige,Spring,5.0,Yes,Free Shipping,Yes,14,Debit Card,Monthly,Middle Aged,30
1956,42,Male,Skirt,Clothing,41,Hawaii,L,Black,Summer,3.0,No,Next Day Air,Yes,32,Credit Card,Bi-Weekly,Adult,14
3899,53,Male,Sunglasses,Accessories,62,South Carolina,S,Lavender,Winter,5.0,No,Express,No,4,Credit Card,Monthly,Middle Aged,30
1106,21,Female,Blouse,Clothing,66,Massachusetts,M,Violet,Summer,4.0,Yes,2-Day Shipping,No,3,Debit Card,Bi-Weekly,Young Adult,14
1020,36,Male,Gloves,Accessories,87,Rhode Island,L,Turquoise,Fall,4.0,No,Free Shipping,Yes,43,PayPal,Bi-Weekly,Adult,14
1242,42,Female,Sunglasses,Accessories,78,Alaska,L,Turquoise,Spring,5.0,No,Store Pickup,Yes,33,Credit Card,Weekly,Adult,7
3345,46,Male,Hat,Accessories,97,Hawaii,M,Olive,Winter,5.0,Yes,Free Shipping,Yes,48,Credit Card,Bi-Weekly,Middle Aged,14
413,65,Male,Gloves,Accessories,90,Kansas,L,Indigo,Spring,4.0,No,Free Shipping,Yes,22,Gift Card,Annually,Senior,365
750,64,Male,Blouse,Clothing,21,New Mexico,XL,Beige,Winter,4.0,No,Free Shipping,Yes,26,Credit Card,Weekly,Senior,7
1432,64,Male,Gloves,Accessories,54,Maryland,S,Orange,Winter,5.0,Yes,Free Shipping,Yes,37,Debit Card,Monthly,Senior,30
3718,38,Male,Shirt,Clothing,72,Pennsylvania,L,Gray,Summer,4.0,No,Free Shipping,Yes,6,Debit Card,Weekly,Adult,7
3040,27,Female,Jewelry,Accessories,69,Louisiana,XL,Gold,Spring,5.0,No,Store Pickup,No,18,PayPal,Monthly,Young Adult,30
3897,37,Male,Socks,Clothing,92,Florida,M,Gray,Fall,3.0,No,Free Shipping,Yes,37,Gift Card,Monthly,Adult,30
37,39,Male,Dress,Clothing,30,California,XL,Teal,Fall,4.0,Yes,2-Day Shipping,Yes,23,Apple Pay,Monthly,Adult,30
640,43,Female,Sandals,Footwear,80,New Jersey,L,Blue,Spring,4.0,No,2-Day Shipping,Yes,49,PayPal,Monthly,Adult,30
2551,56,Male,Handbag,Accessories,92,Nevada,S,Cyan,Winter,5.0,Yes,Standard,No,14,PayPal,Weekly,Middle Aged,7
1115,29,Female,Hat,Accessories,56,Oklahoma,XL,Peach,Fall,4.0,No,Express,Yes,8,Credit Card,Monthly,Young Adult,30
1349,61,Female,Skirt,Clothing,21,Kansas,XL,Yellow,Winter,2.0,Yes,Free Shipping,Yes,35,Gift Card,Weekly,Senior,7
3623,35,Female,Shirt,Clothing,32,New York,L,Charcoal,Winter,5.0,No,2-Day Shipping,Yes,10,Debit Card,Monthly,Adult,30
1558,67,Female,Sweater,Clothing,46,Kentucky,M,Teal,Winter,5.0,No,Express,No,30,Apple Pay,Monthly,Senior,30
3852,64,Male,Hat,Accessories,36,Nebraska,L,Yellow,Winter,5.0,Yes,Free Shipping,Yes,20,Credit Card,Monthly,Senior,30
1691,40,Female,Sunglasses,Accessories,34,Minnesota,L,Red,Winter,5.0,No,Store Pickup,No,22,Debit Card,Annually,Adult,365
2336,70,Male,Sweater,Clothing,42,Montana,S,Brown,Winter,5.0,Yes,Standard,No,3,Credit Card,Monthly,Senior,30
3376,40,Male,Handbag,Accessories,39,Nebraska,XL,Cyan,Winter,5.0,No,Express,Yes,19,Apple Pay,Bi-Weekly,Adult,14
951,53,Male,Socks,Clothing,52,New Mexico,XL,White,Fall,5.0,Yes,Standard,Yes,19,Credit Card,Monthly,Middle Aged,30
2417,30,Female,Shoes,Footwear,59,Georgia,L,Red,Winter,5.0,No,2-Day Shipping,Yes,20,Credit Card,Weekly,Adult,7
1551,46,Female,Scarf,Accessories,35,Maryland,M,Black,Fall,4.0,Yes,Express,Yes,1,Credit Card,Weekly,Middle Aged,7
1044,28,Male,Gloves,Accessories,38,South Carolina,L,Maroon,Winter,5.0,No,Free Shipping,Yes,31,Debit Card,Weekly,Young Adult,7
1623,22,Male,Pants,Clothing,27,North Carolina,S,Brown,Spring,5.0,No,Express,Yes,28,Debit Card,Monthly,Young Adult,30
942,22,Female,Belt,Accessories,63,Montana,S,Orange,Summer,4.0,Yes,Free Shipping,Yes,10,Credit Card,Weekly,Young Adult,7
986,46,Male,T-shirt,Clothing,45,South Dakota,L,Charcoal,Fall,4.0,Yes,2-Day Shipping,Yes,30,PayPal,Monthly,Middle Aged,30
3789,23,Male,Boots,Footwear,99,Kentucky,M,Olive,Spring,5.0,No,Free Shipping,Yes,21,Apple Pay,Annually,Young Adult,365
3573,31,Male,Handbag,Accessories,89,Kentucky,L,Peach,Fall,4.0,No,Standard,Yes,16,Credit Card,Bi-Weekly,Adult,14
2982,26,Male,Socks,Clothing,60,New York,XL,Yellow,Fall,5.0,No,Next Day Air,Yes,18,Credit Card,Monthly,Young Adult,30
512,21,Male,Scarf,Accessories,79,Iowa,S,Blue,Summer,4.0,No,Standard,Yes,7,Credit Card,Monthly,Young Adult,30
1471,59,Male,Shirt,Clothing,21,Nevada,S,White,Winter,4.0,No,2-Day Shipping,Yes,4,Credit Card,Annually,Middle Aged,365
3498,42,Male,Jacket,Outerwear,88,Montana,L,Red,Spring,3.0,Yes,Free Shipping,No,12,Debit Card,Monthly,Adult,30
2168,23,Male,Blouse,Clothing,83,Georgia,XL,Silver,Fall,3.0,No,Free Shipping,Yes,19,Credit Card,Monthly,Young Adult,30
310,25,Female,Jacket,Outerwear,62,Nevada,S,Magenta,Winter,5.0,Yes,Express,Yes,30,Debit Card,Weekly,Young Adult,7
3040,34,Male,Pants,Clothing,75,Georgia,S,Gold,Fall,5.0,Yes,Express,No,48,Debit Card,Weekly,Adult,7
2071,54,Male,Shoes,Footwear,41,Oregon,S,Peach,Fall,2.0,No,Free Shipping,Yes,31,Debit Card,Weekly,Middle Aged,7
710,63,Female,Sunglasses,Accessories,78,Oklahoma,L,Orange,Winter,1.0,No,Free Shipping,No,39,Credit Card,Bi-Weekly,Senior,14
956,27,Male,Jacket,Outerwear,87,Washington,L,Peach,Winter,5.0,No,Express,Yes,47,Debit Card,Bi-Weekly,Young Adult,14
982,43,Male,Dress,Clothing,79,Idaho,XL,Teal,Fall,4.0,No,Standard,Yes,18,Credit Card,Bi-Weekly,Adult,14
163,26,Male,Sneakers,Footwear,43,Maine,L,Lavender,Summer,4.0,No,Express,Yes,42,Credit Card,Monthly,Young Adult,30
1938,31,Female,Sneakers,Footwear,97,Michigan,M,Beige,Fall,1.0,No,Express,No,14,Credit Card,Monthly,Adult,30
618,57,Female,Boots,Footwear,87,Louisiana,M,Green,Winter,1.0,Yes,Store Pickup,Yes,44,Apple Pay,Bi-Weekly,Middle Aged,14
693,23,Male,Pants,Clothing,38,Iowa,M,Purple,Summer,2.0,No,Free Shipping,Yes,23,PayPal,Monthly,Young Adult,30
491,28,Male,Sweater,Clothing,23,Connecticut,XL,Blue,Winter,3.0,Yes,Express,Yes,37,PayPal,Annually,Young Adult,365
656,19,Male,Shoes,Footwear,36,Arkansas,S,Indigo,Winter,2.0,Yes,Express,Yes,43,Credit Card,Weekly,Young Adult,7
673,23,Male,Belt,Accessories,46,Texas,S,Charcoal,Summer,5.0,No,2-Day Shipping,Yes,38,Debit Card,Monthly,Young Adult,30
2298,32,Female,Shoes,Footwear,82,Arkansas,XL,Black,Spring,4.0,Yes,Next Day Air,Yes,46,Credit Card,Annually,Adult,365
773,20,Male,Shirt,Clothing,22,West Virginia,M,Indigo,Spring,4.0,No,Free Shipping,Yes,46,Debit Card,Monthly,Young Adult,30
919,44,Male,Sweater,Clothing,42,New York,M,Violet,Fall,5.0,Yes,Express,Yes,11,Credit Card,Bi-Weekly,Adult,14
2560,33,Female,Scarf,Accessories,76,Texas,M,Peach,Spring,4.0,No,Express,Yes,43,Apple Pay,Weekly,Adult,7
2316,35,Female,Scarf,Accessories,82,Pennsylvania,M,Silver,Summer,5.0,No,Store Pickup,Yes,12,Credit Card,Monthly,Adult,30
2821,40,Male,Belt,Accessories,69,Vermont,S,Brown,Summer,4.0,No,Express,Yes,45,Credit Card,Monthly,Adult,30
427,52,Male,Sneakers,Footwear,75,Idaho,S,Cyan,Summer,5.0,No,Free Shipping,Yes,2,Credit Card,Monthly,Middle Aged,30
2102,62,Female,Pants,Clothing,78,Montana,L,Teal,Winter,2.0,No,2-Day Shipping,No,5,Gift Card,Annually,Senior,365
1299,58,Male,Boots,Footwear,48,Colorado,S,Gold,Winter,5.0,Yes,Standard,Yes,14,Apple Pay,Weekly,Middle Aged,7
1826,51,Male,Sunglasses,Accessories,94,Arkansas,XL,Charcoal,Fall,4.0,No,2-Day Shipping,Yes,50,Credit Card,Monthly,Middle Aged,30
3683,66,Female,Jewelry,Accessories,71,Oregon,S,Yellow,Summer,4.0,Yes,Free Shipping,Yes,44,Credit Card,Monthly,Senior,30
1994,45,Male,Sunglasses,Accessories,61,West Virginia,L,Lavender,Spring,2.0,No,Standard,Yes,42,Debit Card,Monthly,Middle Aged,30
3314,30,Male,Jacket,Outerwear,71,Wyoming,L,Gold,Winter,3.0,Yes,Free Shipping,Yes,4,Debit Card,Monthly,Adult,30
2201,33,Female,Socks,Clothing,27,Louisiana,M,Magenta,Winter,3.0,No,Free Shipping,No,34,Apple Pay,Monthly,Adult,30
3551,35,Male,Shirt,Clothing,26,Massachusetts,L,Maroon,Winter,5.0,Yes,Express,Yes,38,Debit Card,Annually,Adult,365
2710,49,Female,Sneakers,Footwear,40,Georgia,S,Black,Summer,5.0,Yes,Free Shipping,Yes,41,Credit Card,Monthly,Middle Aged,30
56,29,Female,Hoodie,Clothing,67,Iowa,XL,White,Fall,1.0,Yes,Express,Yes,11,Debit Card,Annually,Young Adult,365
1146,50,Female,Hoodie,Clothing,81,Pennsylvania,M,Blue,Winter,1.0,Yes,2-Day Shipping,Yes,38,Credit Card,Monthly,Middle Aged,30
1700,60,Male,Sandals,Footwear,52,Oklahoma,L,Orange,Spring,5.0,No,Express,Yes,22,Credit Card,Monthly,Senior,30
2970,19,Male,Shorts,Clothing,71,Kentucky,L,Lavender,Fall,5.0,No,Express,Yes,43,Debit Card,Annually,Young Adult,365
3013,54,Male,Pants,Clothing,99,Colorado,S,Lavender,Fall,5.0,Yes,2-Day Shipping,Yes,43,PayPal,Weekly,Middle Aged,7
3320,21,Male,Shoes,Footwear,28,Georgia,XL,Turquoise,Fall,4.0,Yes,Free Shipping,Yes,29,Credit Card,Monthly,Young Adult,30
1265,42,Male,Gloves,Accessories,95,South Dakota,M,Magenta,Winter,3.0,No,Express,Yes,2,Credit Card,Weekly,Adult,7
1528,19,Female,Jewelry,Accessories,88,Massachusetts,M,Purple,Spring,5.0,Yes,Express,Yes,37,Debit Card,Monthly,Young Adult,30
1417,65,Male,Sneakers,Footwear,51,Washington,M,Blue,Summer,2.0,No,Express,Yes,28,Debit Card,Annually,Senior,365
605,53,Female,Boots,Footwear,75,New Mexico,M,Turquoise,Spring,3.0,No,Express,Yes,8,PayPal,Monthly,Middle Aged,30
497,40,Female,Sweater,Clothing,69,Montana,XL,Olive,Spring,1.0,No,Free Shipping,Yes,5,Gift Card,Monthly,Adult,30
1069,47,Male,T-shirt,Clothing,64,Kentucky,M,Gold,Fall,4.0,Yes,2-Day Shipping,Yes,3,Credit Card,Monthly,Middle Aged,30
3239,27,Female,Jacket,Outerwear,43,Wyoming,XL,Purple,Spring,5.0,Yes,2-Day Shipping,Yes,25,Gift Card,Monthly,Young Adult,30
2223,38,Male,Shorts,Clothing,91,Oklahoma,M,Maroon,Summer,3.0,No,Free Shipping,Yes,17,Credit Card,Monthly,Adult,30
2378,51,Female,Belt,Accessories,57,Arizona,L,Beige,Fall,4.0,No,Free Shipping,Yes,39,Credit Card,Weekly,Middle Aged,7
100,26,Male,Gloves,Accessories,40,Colorado,L,Red,Spring,3.0,Yes,Free Shipping,Yes,34,Credit Card,Monthly,Young Adult,30
2933,52,Female,Jacket,Outerwear,37,Wisconsin,L,Teal,Spring,1.0,Yes,Free Shipping,Yes,49,Credit Card,Monthly,Middle Aged,30
260,26,Female,Jewelry,Accessories,29,Maryland,S,Beige,Summer,5.0,No,Express,Yes,13,Debit Card,Weekly,Young Adult,7
452,19,Male,Shirt,Clothing,70,Iowa,M,Olive,Spring,5.0,No,Express,Yes,13,Gift Card,Monthly,Young Adult,30
328,52,Female,Gloves,Accessories,35,South Carolina,M,Green,Spring,4.0,No,2-Day Shipping,Yes,50,Debit Card,Weekly,Middle Aged,7
2724,69,Female,Sweater,Clothing,32,Colorado,XL,Cyan,Summer,4.0,No,2-Day Shipping,Yes,46,Apple Pay,Monthly,Senior,30
2764,49,Male,Boots,Footwear,31,Florida,M,Charcoal,Fall,5.0,Yes,2-Day Shipping,Yes,34,Credit Card,Weekly,Middle Aged,7
1770,54,Female,Skirt,Clothing,81,California,M,Peach,Summer,5.0,No,Free Shipping,Yes,14,Gift Card,Weekly,Middle Aged,7
1296,52,Male,Sneakers,Footwear,81,Nebraska,S,Indigo,Spring,4.0,No,Free Shipping,Yes,45,Credit Card,Monthly,Middle Aged,30
1749,48,Male,Blouse,Clothing,35,New Hampshire,M,Olive,Summer,4.0,No,Standard,Yes,48,Credit Card,Monthly,Middle Aged,30
2279,57,Male,Socks,Clothing,33,Michigan,L,Gray,Spring,3.0,Yes,Free Shipping,Yes,16,Debit Card,Monthly,Middle Aged,30
652,40,Male,Socks,Clothing,53,Wyoming,M,Green,Winter,5.0,No,2-Day Shipping,Yes,36,Debit Card,Monthly,Adult,30
192,39,Female,Hat,Accessories,90,Michigan,M,Blue,Fall,4.0,No,Express,Yes,29,Credit Card,Monthly,Adult,30
2440,54,Male,Coat,Outerwear,74,Iowa,M,Charcoal,Winter,5.0,No,Standard,Yes,39,Debit Card,Bi-Weekly,Middle Aged,14
851,29,Female,Hat,Accessories,63,New York,M,White,Spring,5.0,No,Free Shipping,Yes,2,Credit Card,Bi-Weekly,Young Adult,14
155,61,Female,Coat,Outerwear,58,Wyoming,S,Black,Winter,5.0,No,Express,Yes,14,Debit Card,Bi-Weekly,Senior,14
553,58,Male,Belt,Accessories,30,Kansas,S,Teal,Fall,1.0,No,Express,Yes,39,PayPal,Bi-Weekly,Middle Aged,14
1630,30,Female,Hat,Accessories,25,Michigan,L,Gray,Summer,3.0,No,Free Shipping,Yes,15,Credit Card,Monthly,Adult,30
358,34,Male,Gloves,Accessories,20,South Carolina,XL,Purple,Winter,5.0,Yes,Standard,Yes,45,Gift Card,Weekly,Adult,7
236,47,Female,Backpack,Accessories,52,New Hampshire,L,Blue,Spring,4.0,Yes,Free Shipping,Yes,27,Credit Card,Weekly,Middle Aged,7
1220,36,Male,Sweater,Clothing,27,Maryland,L,Green,Summer,5.0,No,2-Day Shipping,Yes,2,Credit Card,Monthly,Adult,30
819,56,Female,Coat,Outerwear,68,Louisiana,XL,Red,Summer,4.0,No,Express,Yes,12,Debit Card,Bi-Weekly,Middle Aged,14
3748,42,Female,Handbag,Accessories,88,Alabama,L,Red,Summer,3.0,Yes,Express,Yes,43,PayPal,Weekly,Adult,7
1564,61,Male,Pants,Clothing,100,Oklahoma,L,Black,Spring,4.0,Yes,2-Day Shipping,Yes,27,Credit Card,Bi-Weekly,Senior,14
2381,46,Female,Belt,Accessories,21,Maryland,S,Brown,Spring,5.0,Yes,Express,Yes,8,Debit Card,Monthly,Middle Aged,30
643,22,Male,Shirt,Clothing,70,Indiana,XL,Violet,Fall,3.0,Yes,Free Shipping,Yes,42,Credit Card,Monthly,Young Adult,30
2434,45,Male,Pants,Clothing,63,Kentucky,XL,Indigo,Fall,2.0,Yes,2-Day Shipping,Yes,21,Credit Card,Monthly,Middle Aged,30
3727,34,Male,Jewelry,Accessories,50,Wyoming,XL,Yellow,Winter,4.0,No,Standard,No,20,Debit Card,Annually,Adult,365
2310,31,Male,Shorts,Clothing,88,Maryland,S,Indigo,Spring,5.0,No,Standard,Yes,16,Credit Card,Monthly,Adult,30
1360,26,Female,Shorts,Clothing,80,Missouri,L,Gray,Summer,5.0,No,2-Day Shipping,Yes,42,Apple Pay,Weekly,Young Adult,7
2647,32,Male,Belt,Accessories,50,New Jersey,S,Orange,Spring,1.0,No,Standard,Yes,22,Credit Card,Weekly,Adult,7
3473,67,Male,Gloves,Accessories,40,Kentucky,L,Charcoal,Summer,1.0,No,Express,Yes,42,Apple Pay,Weekly,Senior,7
2016,62,Female,Belt,Accessories,99,Louisiana,M,Purple,Spring,2.0,No,Free Shipping,Yes,27,Credit Card,Bi-Weekly,Senior,14
3562,23,Male,Jeans,Clothing,44,Hawaii,XL,Lavender,Winter,3.0,Yes,2-Day Shipping,Yes,39,PayPal,Annually,Young Adult,365
1348,34,Female,Jacket,Outerwear,26,Pennsylvania,XL,Cyan,Summer,2.0,No,2-Day Shipping,Yes,49,Debit Card,Weekly,Adult,7
2144,66,Male,Shirt,Clothing,65,Utah,L,Black,Fall,4.0,No,Express,Yes,34,PayPal,Bi-Weekly,Senior,14
2448,34,Female,Jeans,Clothing,100,Oklahoma,XL,Charcoal,Spring,5.0,No,Free Shipping,Yes,2,PayPal,Monthly,Adult,30
1785,56,Male,Sneakers,Footwear,45,New York,M,Indigo,Winter,5.0,No,Free Shipping,Yes,43,Credit Card,Bi-Weekly,Middle Aged,14
1151,43,Male,Dress,Clothing,30,Wyoming,S,Peach,Winter,5.0,No,Standard,Yes,21,Gift Card,Bi-Weekly,Adult,14
3389,51,Male,Pants,Clothing,93,Ohio,S,Orange,Winter,5.0,No,Free Shipping,Yes,2,Credit Card,Monthly,Middle Aged,30
1496,46,Male,Backpack,Accessories,60,New Hampshire,XL,Red,Summer,4.0,No,Standard,No,19,Gift Card,Annually,Middle Aged,365
908,65,Male,Jacket,Outerwear,56,Rhode Island,S,Yellow,Spring,4.0,No,Express,Yes,25,Credit Card,Monthly,Senior,30
812,67,Female,Scarf,Accessories,60,Washington,S,Silver,Fall,5.0,No,Free Shipping,Yes,49,Apple Pay,Annually,Senior,365
595,42,Female,Dress,Clothing,80,Tennessee,S,Maroon,Summer,5.0,Yes,Express,Yes,29,Debit Card,Weekly,Adult,7
1431,35,Female,Gloves,Accessories,50,Vermont,L,Cyan,Summer,5.0,Yes,Express,No,34,Credit Card,Weekly,Adult,7
3863,62,Female,Scarf,Accessories,37,Louisiana,M,Green,Fall,4.0,No,Free Shipping,Yes,35,Apple Pay,Weekly,Senior,7
1474,68,Male,Skirt,Clothing,98,Oklahoma,XL,Gold,Spring,5.0,No,Express,Yes,3,Debit Card,Monthly,Senior,30
2166,38,Male,Skirt,Clothing,77,Illinois,XL,Olive,Summer,5.0,No,2-Day Shipping,Yes,27,Credit Card,Annually,Adult,365
660,48,Female,Jewelry,Accessories,37,South Carolina,M,Olive,Winter,5.0,No,Free Shipping,Yes,50,Debit Card,Monthly,Middle Aged,30
139,18,Female,Boots,Footwear,58,Ohio,M,Yellow,Summer,5.0,No,Express,Yes,25,Apple Pay,Annually,Young Adult,365
1495,19,Male,Shoes,Footwear,61,Louisiana,L,Orange,Summer,3.0,No,Store Pickup,Yes,11,Credit Card,Monthly,Young Adult,30
1357,55,Male,Skirt,Clothing,32,Michigan,XL,Green,Winter,5.0,No,Store Pickup,Yes,38,Credit Card,Monthly,Middle Aged,30
469,24,Male,Scarf,Accessories,64,Arkansas,L,Charcoal,Winter,3.0,No,Standard,No,21,PayPal,Weekly,Young Adult,7
2778,57,Female,Socks,Clothing,23,Delaware,M,Maroon,Summer,5.0,No,2-Day Shipping,Yes,35,Credit Card,Monthly,Middle Aged,30
1114,63,Male,Sandals,Footwear,86,South Dakota,L,Lavender,Spring,1.0,No,Standard,Yes,13,Apple Pay,Monthly,Senior,30
3847,64,Male,Skirt,Clothing,29,Virginia,L,Black,Spring,3.0,No,Free Shipping,Yes,17,Debit Card,Monthly,Senior,30
488,38,Female,Coat,Outerwear,23,New York,L,Orange,Winter,5.0,No,Free Shipping,Yes,45,Debit Card,Monthly,Adult,30
136,67,Female,Socks,Clothing,51,Indiana,XL,Indigo,Fall,5.0,Yes,Express,Yes,42,Credit Card,Weekly,Senior,7
2866,56,Male,Shirt,Clothing,38,North Dakota,M,Brown,Spring,4.0,No,Free Shipping,Yes,47,Debit Card,Bi-Weekly,Middle Aged,14
3845,55,Male,Sweater,Clothing,96,Rhode Island,S,Gold,Winter,5.0,No,2-Day Shipping,Yes,6,Gift Card,Annually,Middle Aged,365
3245,61,Female,Coat,Outerwear,24,Wyoming,L,Orange,Spring,2.0,No,2-Day Shipping,No,33,Credit Card,Monthly,Senior,30
3098,54,Male,Sweater,Clothing,85,North Carolina,XL,Beige,Summer,5.0,No,Express,Yes,11,Credit Card,Monthly,Middle Aged,30
849,24,Female,Shorts,Clothing,57,Missouri,S,Yellow,Spring,3.0,No,Free Shipping,Yes,49,Debit Card,Annually,Young Adult,365
1709,27,Male,Sneakers,Footwear,97,Massachusetts,XL,Magenta,Fall,5.0,No,Express,Yes,41,Credit Card,Bi-Weekly,Young Adult,14
3350,26,Female,Shoes,Footwear,76,Texas,L,Brown,Winter,5.0,No,Standard,Yes,39,Debit Card,Monthly,Young Adult,30
925,52,Female,Handbag,Accessories,92,South Dakota,S,Charcoal,Fall,5.0,No,Standard,Yes,33,Credit Card,Monthly,Middle Aged,30
1173,59,Female,Socks,Clothing,70,Kentucky,M,Gold,Winter,1.0,No,Free Shipping,Yes,11,Gift Card,Bi-Weekly,Middle Aged,14
2098,27,Male,Jeans,Clothing,22,Mississippi,L,Magenta,Summer,5.0,No,Standard,No,17,Credit Card,Monthly,Young Adult,30
496,46,Male,Gloves,Accessories,94,South Dakota,M,Teal,Winter,2.0,Yes,Free Shipping,Yes,9,Debit Card,Weekly,Middle Aged,7
3272,53,Male,Handbag,Accessories,63,Rhode Island,M,Teal,Spring,2.0,No,Express,Yes,18,Apple Pay,Weekly,Middle Aged,7
1972,54,Male,Jewelry,Accessories,44,Michigan,M,Brown,Fall,4.0,No,Standard,Yes,27,Apple Pay,Monthly,Middle Aged,30
2406,46,Male,Sneakers,Footwear,47,North Dakota,XL,Purple,Spring,4.0,No,Standard,Yes,2,Debit Card,Bi-Weekly,Middle Aged,14
3178,20,Male,Shoes,Footwear,74,Pennsylvania,XL,Pink,Summer,3.0,No,Free Shipping,Yes,45,Credit Card,Annually,Young Adult,365
2358,49,Female,Sandals,Footwear,97,Florida,XL,Charcoal,Winter,4.0,No,Standard,Yes,7,Debit Card,Monthly,Middle Aged,30
2694,68,Male,Shirt,Clothing,61,West Virginia,L,Peach,Spring,5.0,Yes,Free Shipping,Yes,30,PayPal,Annually,Senior,365
1910,61,Female,Belt,Accessories,80,Hawaii,M,Peach,Winter,5.0,Yes,2-Day Shipping,No,41,Apple Pay,Monthly,Senior,30
